OBJECTID,COLDETKEY,ST_PARTCPNT_TYPE_DESC,ST_POSTEDSPD,ST_RDSURF_DESC,ST_TRAFCONTRL_DESC,ST_VEH_ACT_DESC,ST_VEH_CND_DESC,ST_VEH_TYPE_DESC,Incident Date,Report Number,x,y
2119100,382154,Vehicle,,Concrete,No Traffic Control,"Legally Parked, Unoccupied",No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/6/2025,3925940,-122.3042478,47.58592185
2119101,381956,Vehicle,20,Concrete,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/13/2025,3922493,-122.3087413,47.62128552
2119103,380179,Vehicle,25,Dirt,Signals,Stopped at Signal or Stop Sign,Defective Brakes,Passenger Car,1/21/2025,EF58352,-122.3204718,47.64319942
2119104,383838,Vehicle,25,Concrete,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",6/17/2025,3927962,-122.3281763,47.53235689
2119105,381956,Vehicle,0,Concrete,No Traffic Control,"Legally Parked, Unoccupied",No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/13/2025,3922493,-122.3087413,47.62128552
2119106,380179,Vehicle,25,Concrete,Signals,Going Straight Ahead,No Defects,Passenger Car,1/21/2025,EF58352,-122.3204718,47.64319942
2119107,383838,Vehicle,25,Concrete,No Traffic Control,"Legally Parked, Unoccupied",No Defects,Passenger Car,6/17/2025,3927962,-122.3281763,47.53235689
2119108,381956,Vehicle,,Concrete,No Traffic Control,"Legally Parked, Unoccupied",No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/13/2025,3922493,-122.3087413,47.62128552
2119109,381437,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/4/2025,EF72094,-122.3312235,47.61723068
2119111,383840,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",6/17/2025,3931228,-122.3765677,47.54013704
2119112,381437,Vehicle,,,,"Legally Parked, Unoccupied",,Passenger Car,3/4/2025,EF72094,-122.3312235,47.61723068
2119115,383840,Vehicle,25,Blacktop,No Traffic Control,Ovetaking and Passing,No Defects,Passenger Car,6/17/2025,3931228,-122.3765677,47.54013704
2119117,382132,Vehicle,25,Concrete,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/15/2025,3931947,-122.3399488,47.57439412
2119118,384483,Vehicle,,Blacktop,No Traffic Control,Changing Lanes,No Defects,Passenger Car,7/17/2025,EG11834,-122.3132603,47.5330292
2119120,380176,Vehicle,25,Blacktop,Signals,Going Straight Ahead,No Defects,Passenger Car,1/15/2025,EF58311,-122.2940205,47.57292428
2119121,384483,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",7/17/2025,EG11834,-122.3132603,47.5330292
2119123,380176,Vehicle,25,Blacktop,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/15/2025,EF58311,-122.2940205,47.57292428
2119125,381363,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/13/2025,3930090,-122.360666,47.68584231
2119126,381498,Vehicle,30,Blacktop,No Traffic Control,Making Left Turn,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/30/2025,EF61148,-122.3342214,47.56731534
2119129,381363,Vehicle,,Blacktop,No Traffic Control,"Legally Parked, Unoccupied",No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/13/2025,3930090,-122.360666,47.68584231
2119130,381498,Vehicle,30,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,1/30/2025,EF61148,-122.3342214,47.56731534
2119135,385458,Vehicle,,Concrete,No Traffic Control,Making Left Turn,No Defects,Passenger Car,6/30/2025,EG05467,-122.2987292,47.57835587
2119136,385268,Vehicle,,Gravel,Pavement Marking - Railroad,Other,No Defects,Passenger Car,2/2/2025,3925939,-122.3323783,47.57439093
2119138,380636,Vehicle,25,Concrete,,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/11/2025,3914019,-122.2589347,47.52002617
2119139,385268,Vehicle,,,,Going Straight Ahead,,Railway Vehicle,2/2/2025,3925939,-122.3323783,47.57439093
2119141,380636,Vehicle,,,,"Legally Parked, Occupied",No Defects,Other,1/11/2025,3914019,-122.2589347,47.52002617
2119142,381657,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Not Stated,3/21/2025,3929936,-122.2998753,47.62287722
2119143,380636,Vehicle,,,,"Legally Parked, Occupied",No Defects,Passenger Car,1/11/2025,3914019,-122.2589347,47.52002617
2119144,380884,Vehicle,,Blacktop,No Traffic Control,Ovetaking and Passing,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/22/2025,EF68557,-122.3394554,47.55994122
2119145,380636,Vehicle,,,,"Legally Parked, Occupied",,Passenger Car,1/11/2025,3914019,-122.2589347,47.52002617
2119146,381657,Vehicle,25,Blacktop,No Traffic Control,"Legally Parked, Unoccupied",No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/21/2025,3929936,-122.2998753,47.62287722
2119153,381365,Vehicle,30,Blacktop,Signals,Making Right Turn,,Passenger Car,3/6/2025,3930258,-122.3450319,47.72686524
2119154,383649,Vehicle,25,Brick or Wood Block,No Traffic Control,Backing,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/21/2025,3929162,-122.3428456,47.61090798
2119156,381365,Vehicle,30,Blacktop,Signals,Other,,Passenger Car,3/6/2025,3930258,-122.3450319,47.72686524
2119157,384922,Vehicle,25,Concrete,Signals,Making Right Turn,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",8/9/2025,3924475,-122.342481,47.60832804
2119159,384922,Vehicle,25,Concrete,Signals,Stopped at Signal or Stop Sign,No Defects,Passenger Car,8/9/2025,3924475,-122.342481,47.60832804
2119162,385275,Vehicle,25,Blacktop,Signals,Ovetaking and Passing,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/14/2025,3930251,-122.3119523,47.66489849
2119164,381587,Vehicle,25,Blacktop,Signals,Making Right Turn,,Passenger Car,3/13/2025,3930303,-122.3497623,47.64959541
2119165,385275,Vehicle,25,Blacktop,Signals,Making Right Turn,No Defects,Passenger Car,2/14/2025,3930251,-122.3119523,47.66489849
2119167,381944,Vehicle,35,Concrete,Signals,Negotiatng a Curve,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/22/2025,EF76629,-122.263635,47.67542742
2119168,381960,Vehicle,,Blacktop,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/19/2025,EF77121,-122.3762536,47.55836076
2119171,381960,Vehicle,,Blacktop,Signals,Stopped for Traffic,No Defects,Passenger Car,3/19/2025,EF77121,-122.3762536,47.55836076
2119174,380796,Vehicle,,Unknown,No Traffic Control,Starting in Traffic Lane,No Defects,Not Stated,2/7/2025,EF63524,-122.374904,47.67528228
2119176,380796,Vehicle,,Unknown,No Traffic Control,Stopped in Roadway,No Defects,Not Stated,2/7/2025,EF63524,-122.374904,47.67528228
2119178,380796,Vehicle,,,,"Legally Parked, Unoccupied",,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/7/2025,EF63524,-122.374904,47.67528228
2119179,381960,Vehicle,,Blacktop,Signals,Stopped at Signal or Stop Sign,No Defects,Passenger Car,3/19/2025,EF77121,-122.3762536,47.55836076
2119185,381315,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/28/2025,EF70349,-122.3450475,47.64849424
2119187,380464,Vehicle,25,Concrete,No Traffic Control,Making Left Turn,No Defects,Passenger Car,1/24/2025,EF59196,-122.3771418,47.64847562
2119195,381656,Vehicle,25,Blacktop,Stop Sign,Backing,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/20/2025,3929932,-122.3155541,47.6146972
2119196,381656,Vehicle,25,Blacktop,Stop Sign,"Legally Parked, Occupied",No Defects,Passenger Car,3/20/2025,3929932,-122.3155541,47.6146972
2119204,380464,Vehicle,25,Concrete,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,1/24/2025,EF59196,-122.3771418,47.64847562
2119205,381510,Vehicle,20,Blacktop,Stop Sign,Going Straight Ahead,No Defects,Passenger Car,3/12/2025,3931655,-122.2645113,47.5224157
2119206,381510,Vehicle,20,Blacktop,Stop Sign,Stopped at Signal or Stop Sign,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/12/2025,3931655,-122.2645113,47.5224157
2119209,381633,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Not Stated,1/29/2025,EF61139,-122.3706408,47.57137347
2119210,381633,Vehicle,,Blacktop,No Traffic Control,Slowing,No Defects,Passenger Car,1/29/2025,EF61139,-122.3706408,47.57137347
2119215,381741,Vehicle,25,,Signals,Going Straight Ahead,,Not Stated,3/18/2025,3931634,-122.297021,47.56768071
2119218,381943,Vehicle,,Unknown,No Traffic Control,Changing Lanes,No Defects,Passenger Car,3/23/2025,EF76505,-122.3384644,47.60879433
2119219,381943,Vehicle,,Unknown,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/23/2025,EF76505,-122.3384644,47.60879433
2119225,384040,Vehicle,25,Blacktop,Stop Sign,Going Straight Ahead,No Defects,Passenger Car,6/7/2025,3930042,-122.3351505,47.6949578
2119226,384040,Vehicle,,,,"Legally Parked, Unoccupied",,Passenger Car,6/7/2025,3930042,-122.3351505,47.6949578
2119227,384040,Vehicle,,,,"Legally Parked, Unoccupied",,Passenger Car,6/7/2025,3930042,-122.3351505,47.6949578
2119228,381593,Vehicle,,Concrete,No Traffic Control,Making Right Turn,No Defects,Not Stated,2/17/2025,3924426,-122.3400698,47.61660033
2119229,383450,Vehicle,35,,Other Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/21/2025,3936903,-122.3215914,47.67587054
2119234,383450,Vehicle,35,,Other Traffic Control,Stopped in Roadway,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/21/2025,3936903,-122.3215914,47.67587054
2119237,381381,Vehicle,,Blacktop,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/4/2025,3930962,-122.3256112,47.54640369
2119238,381381,Vehicle,,Blacktop,,Changing Lanes,No Defects,Passenger Car,3/4/2025,3930962,-122.3256112,47.54640369
2119239,381314,Vehicle,25,Concrete,Stop Sign,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/31/2025,EF61256,-122.3496967,47.61525476
2119240,381314,Vehicle,25,Concrete,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/31/2025,EF61256,-122.3496967,47.61525476
2119241,380477,Vehicle,,Unknown,No Traffic Control,Backing,No Defects,Not Stated,1/15/2025,EF57045,-122.3078122,47.59270938
2119242,380477,Vehicle,,Unknown,No Traffic Control,Stopped for Traffic,No Defects,Passenger Car,1/15/2025,EF57045,-122.3078122,47.59270938
2119247,380868,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/21/2025,EF68058,-122.3018245,47.58315094
2119255,380865,Vehicle,,Concrete,No Traffic Control,Starting From Parked Position,No Defects,Passenger Car,2/13/2025,EF65691,-122.3029585,47.63953894
2119256,380865,Vehicle,,,,"Legally Parked, Unoccupied",,Passenger Car,2/13/2025,EF65691,-122.3029585,47.63953894
2119257,380865,Vehicle,,,,"Legally Parked, Unoccupied",,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/13/2025,EF65691,-122.3029585,47.63953894
2119262,384755,Vehicle,35,Blacktop,Signals,Making Left Turn,No Defects,Bus or Motor Stage,1/17/2025,EF60976,-122.3121513,47.65598105
2119263,384755,Vehicle,35,Blacktop,Signals,Stopped for Traffic,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/17/2025,EF60976,-122.3121513,47.65598105
2119266,381538,Vehicle,25,Concrete,Signals,Going Straight Ahead,,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/21/2025,3931945,-122.3342121,47.58717322
2119267,381538,Vehicle,25,Concrete,Signals,Stopped at Signal or Stop Sign,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",2/21/2025,3931945,-122.3342121,47.58717322
2119268,381313,Vehicle,,Blacktop,No Traffic Control,Starting From Parked Position,No Defects,Passenger Car,2/27/2025,EF70342,-122.3089454,47.66306639
2119269,381313,Vehicle,,Blacktop,No Traffic Control,Starting in Traffic Lane,No Defects,Passenger Car,2/27/2025,EF70342,-122.3089454,47.66306639
2119270,381313,Vehicle,,,,"Legally Parked, Unoccupied",,Passenger Car,2/27/2025,EF70342,-122.3089454,47.66306639
2119271,381966,Vehicle,,Concrete,Signals,Changing Lanes,Defective Brakes,Bus or Motor Stage,3/18/2025,EF77942,-122.3325966,47.60573557
2119272,381966,Vehicle,,Blacktop,Signals,Changing Lanes,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/18/2025,EF77942,-122.3325966,47.60573557
2119273,381742,Vehicle,25,Blacktop,No Traffic Control,Making Right Turn,,"Pickup, Panel Truck or Vannette Under 10,000 lbs",3/24/2025,3925744,-122.3168941,47.70856052
2119274,381742,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,,Passenger Car,3/24/2025,3925744,-122.3168941,47.70856052
2119280,383837,Vehicle,25,Concrete,No Traffic Control,Backing,No Defects,"Truck (Flatbed, Van, etc)",6/17/2025,3926062,-122.3761534,47.51927896
2119281,383837,Vehicle,25,Concrete,No Traffic Control,"Legally Parked, Unoccupied",No Defects,Passenger Car,6/17/2025,3926062,-122.3761534,47.51927896
2119282,380151,Vehicle,20,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,1/19/2025,3930341,-122.3437089,47.73231589
2119283,380151,Vehicle,20,Blacktop,No Traffic Control,"Legally Parked, Unoccupied",No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",1/19/2025,3930341,-122.3437089,47.73231589
2119284,383835,Vehicle,,Concrete,Signals,Going Straight Ahead,Other Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",6/17/2025,3924431,-122.3320771,47.60348957
2119285,384917,Vehicle,25,Blacktop,No Traffic Control,Making Right Turn,No Defects,Passenger Car,8/12/2025,3937261,-122.3357386,47.70504462
2119286,384917,Vehicle,25,Blacktop,No Traffic Control,Making Right Turn,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",8/12/2025,3937261,-122.3357386,47.70504462
2119292,385239,Vehicle,,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,4/4/2025,EF94566,-122.3253208,47.62199169
2119293,383754,Vehicle,35,Blacktop,,Changing Lanes,No Defects,Passenger Car,6/2/2025,3931787,-122.3390871,47.57151214
2119296,384661,Vehicle,,Blacktop,No Traffic Control,Other,,"Pickup, Panel Truck or Vannette Under 10,000 lbs",8/3/2025,3937250,-122.3103822,47.59436193
2119297,383430,Vehicle,,Blacktop,No Traffic Control,Making Left Turn,No Defects,Passenger Car,5/7/2025,3932565,-122.3872395,47.54398054
2119298,383430,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,5/7/2025,3932565,-122.3872395,47.54398054
2119299,384301,Vehicle,25,Blacktop,Stop Sign,Making Left Turn,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",6/10/2025,EG02534,-122.3754652,47.69472676
2119300,384301,Vehicle,25,Blacktop,Signals,Going Straight Ahead,No Defects,Passenger Car,6/10/2025,EG02534,-122.3754652,47.69472676
2119304,383374,Vehicle,30,Blacktop,No Traffic Control,Slowing,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/27/2025,3930031,-122.3411458,47.68693734
2119305,383374,Vehicle,30,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,5/27/2025,3930031,-122.3411458,47.68693734
2119306,383751,Vehicle,25,Concrete,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,5/21/2025,EF97148,-122.3915225,47.56115403
2119307,383959,Vehicle,,Blacktop,No Traffic Control,Other,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",6/15/2025,3931792,-122.2892567,47.55386633
2119311,383977,Vehicle,,Blacktop,Signals,Going Straight Ahead,No Defects,Not Stated,5/30/2025,EF96589,-122.2769557,47.52612473
2119312,383977,Vehicle,,Blacktop,Signals,Making Right Turn,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/30/2025,EF96589,-122.2769557,47.52612473
2119315,382607,Vehicle,25,Concrete,Stop Sign,Going Straight Ahead,No Defects,Passenger Car,5/5/2025,3926291,-122.3787843,47.564686
2119316,382607,Vehicle,25,Concrete,No Traffic Control,Going Straight Ahead,No Defects,Passenger Car,5/5/2025,3926291,-122.3787843,47.564686
2119317,384382,Vehicle,,Blacktop,Other Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",6/5/2025,EF98148,-122.3062604,47.6129153
2119318,382522,Vehicle,20,Concrete,No Traffic Control,Backing,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",4/30/2025,3926055,-122.4081203,47.57682374
2119319,382522,Vehicle,20,Concrete,No Traffic Control,"Illegally Parked, Occupied",No Defects,Passenger Car,4/30/2025,3926055,-122.4081203,47.57682374
2119320,383356,Vehicle,25,Blacktop,Stop Sign,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/25/2025,3930967,-122.33423,47.55417186
2119321,383356,Vehicle,25,Blacktop,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/25/2025,3930967,-122.33423,47.55417186
2119322,385012,Vehicle,,Concrete,Other Traffic Control,Going Straight Ahead,Other Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",7/29/2025,3924514,-122.3307935,47.60044058
2119323,385012,Vehicle,,Concrete,Other Traffic Control,"Legally Parked, Unoccupied",No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",7/29/2025,3924514,-122.3307935,47.60044058
2119327,384817,Vehicle,20,Blacktop,Signals,Stopped at Signal or Stop Sign,No Defects,"Truck (Flatbed, Van, etc)",7/11/2025,EG09143,-122.3323802,47.66503358
2119328,384817,Vehicle,,Blacktop,Signals,Going Straight Ahead,No Defects,Not Stated,7/11/2025,EG09143,-122.3323802,47.66503358
2119329,382529,Vehicle,25,Concrete,No Traffic Control,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",5/2/2025,3929161,-122.4029738,47.64682326
2119330,382529,Vehicle,25,Concrete,No Traffic Control,"Legally Parked, Unoccupied",No Defects,Passenger Car,5/2/2025,3929161,-122.4029738,47.64682326
2119331,384606,Vehicle,,Blacktop,Stop Sign,Making Left Turn,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",7/17/2025,EG10549,-122.3608946,47.65042301
2119332,384606,Vehicle,25,Blacktop,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",7/17/2025,EG10549,-122.3608946,47.65042301
2119339,384576,Vehicle,25,Concrete,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",8/1/2025,3924472,-122.3331187,47.60798514
2119340,384576,Vehicle,25,Concrete,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",8/1/2025,3924472,-122.3331187,47.60798514
2119341,385638,Vehicle,25,Blacktop,,Going Straight Ahead,Defective Brakes,"Pickup, Panel Truck or Vannette Under 10,000 lbs",8/2/2025,3937191,-122.2878049,47.59515823
2119342,385638,Vehicle,,,,"Legally Parked, Unoccupied",No Defects,Passenger Car,8/2/2025,3937191,-122.2878049,47.59515823
2119343,385638,Vehicle,25,Blacktop,,"Legally Parked, Unoccupied",No Defects,Passenger Car,8/2/2025,3937191,-122.2878049,47.59515823
2119344,385216,Vehicle,60,Concrete,No Traffic Control,Making Left Turn,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",4/15/2025,EF92523,-122.3342908,47.73414219
2119345,385446,Vehicle,,Blacktop,Signals,Going Straight Ahead,No Defects,"Pickup, Panel Truck or Vannette Under 10,000 lbs",6/13/2025,EG01488,-122.302787,47.6074427
